window,timestamp_sec,avg_latency_ms,median_latency_ms,max_latency_ms,min_latency_ms,p90_latency_ms,p99_latency_ms,throughput_req_per_sec,avg_connect_ms,avg_bytes,avg_sent_bytes,avg_threads,all_threads,error_rate,label,phase
2,204.37558694915293,715.7051162790698,685.0,1829,4,1232.2,1653.7999999999997,107.5,0.0,11235.118139534883,272.70232558139537,100.0,100.0,0.0,1,anomaly
3,214.81052105954686,530.4783653846154,506.0,1355,7,901.0,1229.12,124.8,0.0,11191.067307692309,273.3205128205128,100.0,100.0,0.0,1,anomaly
4,225.0040777521595,534.5172413793103,444.0,2414,6,970.8000000000002,1975.499999999999,124.7,0.0,11238.052927024859,273.7963111467522,100.0,100.0,0.0,1,anomaly
5,233.00475820551614,1193.3539928486293,555.0,4749,5,3967.2000000000003,4402.04,83.9,0.0,11139.256257449344,275.7532777115614,100.0,100.0,0.0,1,anomaly
6,245.10718693919853,468.55775577557756,431.5,1258,12,808.3000000000006,1041.2300000000007,121.2,0.11716171617161716,11152.799504950495,271.7582508250825,100.0,100.0,0.0,1,anomaly
7,254.3042623928968,502.2127819548872,453.0,1968,5,885.2000000000003,1695.1000000000004,133.0,0.0,11282.315789473685,273.73007518796993,100.0,100.0,0.0,1,anomaly
8,264.5902048209153,448.3316363636364,420.0,1731,7,741.4000000000005,1370.3,137.5,0.0,11158.683636363636,274.5134545454545,100.0,100.0,0.0,1,anomaly
9,274.6087814019897,456.610911701364,387.0,2209,11,750.3999999999996,1614.3999999999996,139.3,0.0,11251.050251256282,273.64178033022256,100.0,100.0,0.0,1,anomaly
10,284.69584488314433,494.07505686125853,437.0,1697,5,905.8000000000002,1414.8399999999992,131.9,0.0,11260.714177407126,273.8695981804397,100.0,100.0,0.0,1,anomaly
11,294.92383804672,514.51953125,434.0,2138,11,900.4000000000005,1863.670000000001,128.0,0.0,11071.20390625,272.47421875,100.0,100.0,0.0,1,anomaly
12,303.91711161013075,1178.8954326923076,1042.0,3275,134,2228.9,3040.5199999999995,83.2,0.22115384615384615,11327.775240384615,276.765625,100.0,100.0,0.0,1,anomaly
13,315.07657060297356,538.1263972484953,442.0,2018,6,1071.3999999999999,1437.459999999998,116.3,0.0,11245.009458297507,273.83748925193464,100.0,100.0,0.0,1,anomaly
14,324.0812009009469,701.7720930232558,574.0,2416,6,1448.0000000000005,1991.2399999999998,107.5,0.0,11131.758139534884,270.7972093023256,100.0,100.0,0.0,1,anomaly
15,334.6901616210148,389.0717577353522,361.0,1053,6,643.2,893.4599999999998,151.9,0.0,11292.49637919684,272.82883475971033,100.0,100.0,0.0,1,anomaly
16,344.17570332990397,555.6722222222222,507.0,1716,24,974.0,1355.1000000000008,126.0,0.0,11164.469841269842,275.3436507936508,100.0,100.0,0.0,1,anomaly
17,354.195756973584,600.4019097222222,485.5,1652,95,1100.8000000000002,1497.43,115.2,0.0,11196.573784722223,273.94097222222223,92.33767361111111,92.33680555555556,0.0,1,anomaly
18,359.6023256271758,73.2,101.0,118,14,116.8,117.88,0.5,0.0,17432.2,173.0,4.2,4.2,0.0,1,anomaly
